face_width,face_height,ratio,jaw_width,forehead_height,eye_distance,ratio_jaw,ratio_eye,ratio_forehead,symmetry,nose_width,lip_height,brightness,texture,hue,saturation,value,label
394.4708267632852,472.10159840609697,0.4286516852898385,323.68075575239766,129.78316219645936,275.95713870712893,0.8205442171941213,0.6995628573383091,0.274905153116684,0.5515592396259308,58.24629042635307,18.125386930250954,0.5169435410744886,0.29391855990126714,33.372536,0.21356475209887874,141.83702,Pitta
421.3714310503741,499.0403271035491,0.44326830267338674,347.4205136442054,140.21564396490865,281.3556095456923,0.8244994511805713,0.6677140138436599,0.2809705676066824,0.562653660774231,59.13335918704112,28.29123113154067,0.599437761731919,0.4370823981232172,28.91438,0.19509734040965662,158.434508,Pitta
399.4959293682846,461.1529878958615,0.4797008638034275,336.80442997154495,130.7072778001813,275.77354877645456,0.8430734964036491,0.6903037765929934,0.283435825487263,0.5511186420917511,53.98206776746117,3.252788547919436,0.6472149111171988,0.5874765597830365,23.1737,0.358613033028499,180.998896,Pitta
383.8964260843695,480.60875269570766,0.36754101577643405,322.16473522056265,122.52744884945857,258.4383373287917,0.8391970159934753,0.6731980809636251,0.2549421918810445,0.5091531276702881,47.335120136614286,16.65475386379204,0.5530157408574978,0.3526069318552104,37.527628,0.19621776426519766,149.232284,Vata
388.3770590080553,507.7579881277727,0.3112591097015896,321.291761279014,139.19958491512403,271.1418728227703,0.8272676097285914,0.6981408055235996,0.2741455342305628,0.5398356020450592,47.449758073108576,0.654878560152835,0.5698941461867657,0.3271953897036249,36.69166,0.24564310560182218,159.195168,Vata
421.3736580473968,476.96306501186376,0.5081919220924981,348.7721001721043,128.29410490226485,289.7775425648948,0.8277026660571977,0.6876973371038303,0.2689812153464623,0.5794908106327057,54.96782027943871,2.761047191956565,0.43898514415387224,0.43971174102912675,16.097668,0.3712377884738616,136.579644,Pitta
378.0841551202892,476.57404448441497,0.35851616277088216,313.4336844761684,123.66029498957172,252.51651394204396,0.8290050779209409,0.6678844128278919,0.2594776119697297,0.5007098317146301,45.80232633807839,18.98869874340694,0.5411635435354398,0.3524191893027729,37.271296,0.19744676653089416,146.594416,Vata
385.8722873705385,476.8504412987705,0.38488002305176344,311.3782338686591,137.3937453878446,277.37448418028106,0.8069463500229401,0.7188245781276562,0.2881275416535906,0.5547135174274445,51.53237759472655,5.067285375935358,0.5471041201509288,0.37788870506912,22.261884,0.26620878831491035,150.209052,Vata
431.0590951284488,497.0236392270599,0.4813333153775727,363.4126315043501,135.0743744290102,266.3365793465015,0.8430691652522931,0.6178655835277932,0.2717664991529768,0.5326333045959473,50.0407582676636,1.8687230478640573,0.31072088213464166,0.24931643707193918,11.155056,0.5928692479608124,121.072732,Pitta
392.21770634831546,464.0904802721385,0.4445447424569431,318.22118289971445,131.15397083312905,272.0855141804384,0.8113381363183865,0.6937104311624532,0.2826043118924171,0.544067770242691,47.52554127855642,0.141293204105501,0.5519578769583766,0.4275558455503125,16.71926,0.2014758831010264,146.791072,Pitta
